patent_id,Unnamed: 0,Unnamed: 0.1,text
4372044,10,10,"[u'reciprocate', u'resilient', u'gripping', u'flex', u'straightening', u'straighten', u'recited', u'reciprocating', u'recite', u'elongate', u'movable', u'comprises', u'plurality', u'flexed', u'aperture', u'comprise', u'pin', u'one', u'intermediate', u'wherein', u'oppose', u'insert', u'simultaneously', u'bar', u'least', u'first', u'project', u'finger', u'insertion', u'form', u'substrate', u'withdrawal', u'mean', u'partial', u'step', u'subsequent', u'withdraw', u'total', u'apparatus', u'grip', u'lateral', u'partially', u'method', u'cause', u'retain', u'second', u'end', u'relative', u'tip', u'11', u'movement', u'position', u'locate', u'say', u'inserted', u'3', u'portion', u'12', u'respectively', u'opposite', u'dispose', u'maintain', u'extend', u'claim', u'side', u'receive', u'remove', u'direction', u'support', u'1', u'substantial', u'13', u'4', u'14', u'prior', u'9']"
4137802,11,11,"[u'affix', u'flange', u'workpiece', u'lathe', u'transversely', u'chuck', u'longitudinally', u'turret', u'indentation', u'clamping', u'clamp', u'rotary', u'elongate', u'comprises', u'therewith', u'plurality', u'rotational', u'follower', u'sliding', u'comprise', u'rotate', u'comprising', u'block', u'engagement', u'sweep', u'slide', u'piston', u'one', u'wherein', u'stem', u'mount', u'urge', u'hollow', u'rod', u'sweeping', u'whereby', u'order', u'first', u'drive', u'bore', u'use', u'thereto', u'automatic', u'parallel', u'transverse', u'logic', u'therein', u'driving', u'cylinder', u'shaft', u'longitudinal', u'upon', u'include', u'mean', u'machine', u'carry', u'cut', u'cross', u'hold', u'spring', u'performing', u'arrangement', u'carrying', u'rotation', u'adjacent', u'operate', u'post', u'tools', u'driven', u'cause', u'thereof', u'second', u'assembly', u'two', u'operation', u'end', u'arrange', u'relative', u'member', u'control', u'movement', u'position', u'say', u'improvement', u'fluid', u'rigid', u'3', u'2', u'sequence', u'fit', u'produce', u'adapt', u'bring', u'7', u'towards', u'wider', u'extend', u'claim', u'6', u'different', u'receive', u'direction', u'move', u'axis', u'support', u'tool', u'accordance', u'motor', u'perform']"
4025446,12,12,"[u'propane', u'lubricant', u'butane', u'01', u'paraffin', u'005', u'lubricate', u'comprises', u'additive', u'tris', u'grease', u'cyclohexane', u'hydraulic', u'therefrom', u'comprise', u'synthetic', u'present', u'pentane', u'wherein', u'whole', u'compound', u'viscosity', u'mineral', u'n', u'minor', u'major', u'essentially', u'oil', u'define', u'composition', u'atom', u'weight', u'say', u'5', u'proportion', u'3', u'2', u'prepare', u'number', u'consist', u'12', u'carbon', u'16', u'claim', u'6', u'1', u'4', u'structure', u'amount']"
4292589,13,13,"[u'cooperatively', u'operatively', u'amplify', u'2n', u'localize', u'rectify', u'conductive', u'serially', u'unidirectional', u'coaxial', u'amplification', u'casing', u'generates', u'amplified', u'khz', u'filtering', u'electrically', u'eddy', u'elongate', u'comprises', u'enclose', u'coils', u'anomaly', u'ferromagnetic', u'concentric', u'pad', u'induces', u'plurality', u'polarity', u'oscillator', u'bobbin', u'locating', u'circumferential', u'processor', u'hz', u'perturbation', u'transmitter', u'comprise', u'serial', u'multiplication', u'case', u'circulating', u'axial', u'well', u'composite', u'one', u'another', u'alternate', u'spaced', u'log', u'indicative', u'thereon', u'wherein', u'screen', u'coil', u'oppose', u'anda', u'multiple', u'urge', u'least', u'filter', u'reference', u'first', u'bore', u'turn', u'circumference', u'thereto', u'form', u'thereby', u'parallel', u'differential', u'pulse', u'winding', u'set', u'driving', u'network', u'crossing', u'defect', u'longitudinal', u'apart', u'identification', u'forth', u'include', u'receiver', u'angular', u'response', u'induced', u'mean', u'accord', u'n', u'space', u'manner', u'carry', u'step', u'indicate', u'product', u'cross', u'real', u'relationship', u'arrangement', u'change', u'carrying', u'measure', u'within', u'couple', u'signal', u'adjacent', u'closely', u'array', u'actual', u'zero', u'wound', u'apparatus', u'distance', u'phase', u'driven', u'method', u'field', u'thereof', u'indicates', u'body', u'connect', u'retain', u'second', u'suspension', u'generate', u'two', u'component', u'substantially', u'disposed', u'arrange', u'oil', u'close', u'associate', u'interval', u'induce', u'maximum', u'11', u'around', u'member', u'represent', u'toward', u'position', u'locate', u'say', u'characteristic', u'proportion', u'wall', u'magnetic', u'proximity', u'detect', u'2', u'size', u'number', u'portion', u'provide', u'frequency', u'center', u'receiving', u'pair', u'fifteen', u'adapt', u'adapted', u'12', u'interior', u'measured', u'respectively', u'noise', u'range', u'opposite', u'dispose', u'current', u'third', u'flow', u'series', u'claim', u'side', u'receive', u'amplitude', u'degree', u'direction', u'axis', u'support', u'along', u'15', u'1', u'fourth', u'six', u'13', u'21', u'back', u'24', u'difference', u'shape', u'high', u'4', u'three', u'determine', u'distinguish', u'plane', u'23', u'evaluate', u'source', u'hundred']"
4360712,14,14,"[u'selectively', u'disable', u'concurrently', u'disablement', u'generates', u'clipper', u'predetermined', u'subtract', u'comprises', u'subtraction', u'freeze', u'adaptive', u'cancellation', u'updated', u'comprise', u'detector', u'composite', u'one', u'echo', u'adaptation', u'intermediate', u'wherein', u'double', u'anda', u'great', u'least', u'filter', u'first', u'disabled', u'responsive', u'turn', u'thereto', u'suppression', u'version', u'reception', u'whether', u'quantitative', u'logic', u'detection', u'line', u'absence', u'none', u'generation', u'enables', u'large', u'indicating', u'pause', u'response', u'comparison', u'near', u'hand', u'mean', u'existence', u'transmission', u'step', u'indicate', u'relationship', u'transmit', u'type', u'signal', u'initial', u'apply', u'ratio', u'state', u'method', u'compare', u'thereof', u'second', u'generate', u'allow', u'end', u'combination', u'distant', u'control', u'constant', u'estimate', u'say', u'improvement', u'characteristic', u'17', u'detect', u'2', u'low', u'provide', u'occur', u'center', u'receiving', u'produce', u'output', u'adapt', u'12', u'process', u'talk', u'16', u'22', u'third', u'maintain', u'transmitted', u'claim', u'receive', u'exists', u'amplitude', u'enable', u'along', u'1', u'10', u'circuit', u'period', u'21', u'18', u'input', u'accordance', u'less', u'determine', u'party']"
4155380,15,15,"[u'connector', u'removable', u'frictional', u'upwardly', u'incline', u'arcuate', u'locking', u'clamp', u'pivot', u'loom', u'engages', u'downwards', u'sleeve', u'engagement', u'pressing', u'cylindrical', u'lock', u'shoe', u'oppose', u'anda', u'bias', u'run', u'project', u'quick', u'element', u'form', u'stop', u'parallel', u'bearing', u'set', u'beam', u'rest', u'permit', u'properly', u'forth', u'carry', u'bear', u'secure', u'frame', u'arm', u'slightly', u'substantially', u'end', u'guide', u'position', u'say', u'3', u'low', u'engage', u'extends', u'provide', u'receiving', u'towards', u'extend', u'claim', u'side', u'remove', u'integral', u'direction', u'move', u'support', u'surface', u'along', u'1', u'corner', u'4']"
4309418,16,16,"[u'saturate', u'09', u'optimize', u'dextran', u'10000', u'discard', u'isotonic', u'hela', u'excludes', u'01', u'dialysis', u'polyacrylamide', u'centrifuge', u'005', u'comprises', u'inhibits', u'sulfate', u'comprise', u'pore', u'molar', u'ammonium', u'saturated', u'sterile', u'one', u'wherein', u'aqueous', u'fat', u'addition', u'gel', u'great', u'extract', u'least', u'chloride', u'human', u'filter', u'first', u'stable', u'recovery', u'form', u'thereby', u'phosphate', u'line', u'derive', u'separate', u'serum', u'buffer', u'inhibit', u'tumor', u'contact', u'molecular', u'condition', u'proteins', u'carry', u'g', u'product', u'total', u'potassium', u'vitro', u'thereafter', u'retain', u'second', u'fraction', u'ph', u'sufficient', u'collect', u'11', u'active', u'force', u'weight', u'sodium', u'say', u'necessary', u'prepare', u'size', u'portion', u'membrane', u'contain', u'cell', u'35', u'process', u'7', u'protein', u'hour', u'salt', u'maintain', u'claim', u'remove', u'1', u'recover', u'10', u'agent', u'25', u'70', u'4', u'concentration', u'approximately', u'c', u'growth', u'molecule', u'add', u'percent', u'solution', u'amount']"
4206452,17,17,"[u'breakage', u'operatively', u'fixedly', u'moveable', u'unwanted', u'hinge', u'predetermined', u'polygon', u'enclosure', u'suction', u'comprise', u'comprising', u'slide', u'one', u'normally', u'coupling', u'closure', u'wherein', u'either', u'result', u'switch', u'without', u'opposed', u'least', u'first', u'bias', u'alarm', u'attach', u'use', u'thereto', u'select', u'form', u'displacement', u'open', u'include', u'attachment', u'respect', u'cord', u'response', u'mean', u'event', u'secured', u'hold', u'spring', u'type', u'change', u'device', u'within', u'secure', u'couple', u'signal', u'adjacent', u'apply', u'operate', u'apparatus', u'channel', u'inner', u'state', u'segment', u'window', u'tension', u'body', u'connect', u'second', u'two', u'break', u'combination', u'close', u'around', u'member', u'join', u'position', u'say', u'5', u'wall', u'3', u'detect', u'2', u'number', u'portion', u'provide', u'cup', u'opening', u'produce', u'face', u'adapt', u'7', u'readily', u'claim', u'breaking', u'side', u'operated', u'direction', u'move', u'support', u'1', u'voltage', u'13', u'circuit', u'section', u'door', u'four', u'level', u'source']"
4522468,18,18,"[u'sequentially', u'insulate', u'obliquely', u'helical', u'polarizer', u'conductive', u'theta', u'ax', u'anisotropy', u'optically', u'reflective', u'electrically', u'vm', u'analyzer', u'radian', u'polarity', u'alpha', u'comprise', u'linearly', u'rotate', u'case', u'polarization', u'orient', u'one', u'present', u'direct', u'wherein', u'configuration', u'dielectric', u'simultaneously', u'great', u'display', u'neutral', u'least', u'filter', u'shift', u'incident', u'address', u'form', u'optical', u'parallel', u'begin', u'strip', u'electrodes', u'line', u'absence', u'liquid', u'convert', u'include', u'minimum', u'electrode', u'mean', u'accord', u'molecular', u'space', u'transmission', u'threshold', u'cross', u'crystal', u'linear', u'device', u'adjacent', u'apply', u'quarter', u'mirror', u'phase', u'value', u'field', u'plate', u'area', u'generate', u'negative', u'free', u'influence', u'absorb', u'leave', u'induce', u'angle', u'11', u'supply', u'define', u'say', u'2', u'positive', u'layer', u'provide', u'cell', u'output', u'effective', u'opposite', u'16', u'equal', u'claim', u'information', u'side', u'electric', u'direction', u'axis', u'surface', u'normal', u'1', u'obtain', u'light', u'voltage', u'8', u'respective', u'input', u'perpendicular', u'wavelength', u'depend', u'approximately', u'right', u'plane', u'9']"
3967732,19,19,"[u'outwardly', u'tab', u'overlapped', u'wrapper', u'aquarium', u'inwardly', u'slot', u'locking', u'laterally', u'enclosure', u'flap', u'lock', u'rim', u'protective', u'wherein', u'fold', u'project', u'panel', u'form', u'beneath', u'line', u'overlap', u'outer', u'adjacent', u'beyond', u'lateral', u'specify', u'connect', u'end', u'together', u'generally', u'define', u'position', u'say', u'top', u'wall', u'2', u'portion', u'rear', u'front', u'bottom', u'capture', u'extend', u'claim', u'side', u'along', u'1', u'perpendicular', u'edge', u'correspond']"
4228657,20,20,"[u'condense', u'geothermal', u'expands', u'thermally', u'heater', u'regenerative', u'extracting', u'rotor', u'condenser', u'exchanger', u'geologic', u'screw', u'therefrom', u'boiler', u'rotate', u'delivering', u'thermodynamic', u'well', u'exhaust', u'wherein', u'anda', u'returning', u'outlet', u'extract', u'least', u'stream', u'solid', u'fee', u'use', u'passing', u'turn', u'start', u'material', u'zone', u'extraction', u'principal', u'circulation', u'closed', u'pump', u'path', u'work', u'liquid', u'open', u'separate', u'pass', u'mean', u'expansion', u'space', u'solar', u'thermal', u'feed', u'within', u'couple', u'adjacent', u'heating', u'mass', u'pressure', u'waste', u'connect', u'system', u'gas', u'deliver', u'close', u'supply', u'define', u'position', u'locate', u'say', u'housing', u'fluid', u'energy', u'2', u'low', u'directly', u'expand', u'receiving', u'7', u'flow', u'claim', u'receive', u'along', u'heat', u'high', u'4', u'structure', u'source']"
4345964,21,21,"[u'pliable', u'obliquely', u'sprayed', u'oblong', u'corrugated', u'tilting', u'perpendicularly', u'bevel', u'applicator', u'roller', u'rigidly', u'hinge', u'pivot', u'bracket', u'propulsion', u'glue', u'vertically', u'lifting', u'therefrom', u'web', u'comprise', u'suspend', u'swing', u'one', u'present', u'wheel', u'rectangular', u'lever', u'wherein', u'fiber', u'course', u'mount', u'bar', u'relation', u'latter', u'thereto', u'parallel', u'sheet', u'material', u'driving', u'mineral', u'beam', u'rest', u'work', u'bond', u'lift', u'vertical', u'open', u'point', u'include', u'follow', u'coat', u'extension', u'subsequently', u'mean', u'space', u'carry', u'deposit', u'cross', u'onto', u'holder', u'flat', u'application', u'secure', u'initial', u'frame', u'rail', u'apparatus', u'inclination', u'coordinate', u'entire', u'connect', u'outside', u'plate', u'area', u'assembly', u'two', u'operation', u'adjust', u'free', u'end', u'firmly', u'guide', u'angle', u'together', u'forward', u'via', u'movement', u'position', u'say', u'top', u'5', u'wall', u'action', u'across', u'portion', u'bottom', u'glass', u'pair', u'adapt', u'floor', u'extreme', u'opposite', u'adequate', u'thin', u'extend', u'claim', u'side', u'move', u'support', u'surface', u'width', u'1', u'speed', u'respective', u'back', u'shape', u'high', u'press', u'edge', u'level', u'plane', u'lower']"
4017888,22,22,"[u'insulate', u'conductive', u'resistivity', u'impurity', u'overlying', u'therewith', u'insulation', u'comprise', u'contiguous', u'one', u'another', u'spaced', u'wherein', u'anda', u'p', u'least', u'first', u'element', u'conductivity', u'form', u'substrate', u'therein', u'material', u'store', u'beneath', u'apart', u'upon', u'region', u'part', u'drain', u'include', u'mean', u'n', u'space', u'type', u'device', u'channel', u'second', u'gate', u'active', u'charge', u'say', u'3', u'layer', u'provide', u'respectively', u'capable', u'thin', u'extend', u'claim', u'surface', u'1', u'high', u'concentration', u'structure', u'memory', u'source', u'lower']"
